#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments;
3020;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3021;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3022;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3023;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3024;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3025;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;20 6d 6f 76 ;" mov";4;;COM5;;
3026;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3027;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3028;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3029;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3030;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3031;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3032;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3033;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3034;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3035;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;65 20 63 6f ;"e co";4;;COM5;;
3036;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3037;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3038;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3039;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3040;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3041;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3042;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3043;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3044;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3045;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;6d 70 6c 65 ;"mple";4;;COM5;;
3046;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3047;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3048;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3049;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3050;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3051;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3052;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3053;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3054;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3055;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;74 65 2e 0d ;"te..";4;;COM5;;
3056;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3057;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3058;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3059;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3060;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3061;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3062;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3063;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3064;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3065;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;0a 53 2d 4c ;".S-L";4;;COM5;;
3066;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3067;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3068;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3069;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3070;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3071;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3072;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3073;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3074;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3075;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;69 6e 65 61 ;"inea";4;;COM5;;
3076;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3077;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3078;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3079;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3080;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3081;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3082;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3083;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3084;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3085;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;72 20 6d 6f ;"r mo";4;;COM5;;
3086;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3087;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3088;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3089;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3090;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3091;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3092;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3093;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3094;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3095;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;76 65 20 63 ;"ve c";4;;COM5;;
3096;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3097;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3098;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3099;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3100;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3101;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3102;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3103;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3104;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3105;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;6f 6d 70 6c ;"ompl";4;;COM5;;
3106;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3107;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3108;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3109;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3110;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3111;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3112;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3113;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3114;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3115;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;65 74 65 2e ;"ete.";4;;COM5;;
3116;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3117;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3118;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3119;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3120;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3121;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3122;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3123;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3124;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3125;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;0d 0a 53 2d ;"..S-";4;;COM5;;
3126;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3127;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3128;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3129;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3130;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3131;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3132;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3133;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3134;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3135;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;4c 69 6e 65 ;"Line";4;;COM5;;
3136;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3137;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3138;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3139;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3140;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3141;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3142;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3143;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3144;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3145;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;61 72 20 6d ;"ar m";4;;COM5;;
3146;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3147;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3148;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3149;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3150;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3151;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3152;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3153;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3154;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;3;COM5;;
3155;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;6f 76 65 ;"ove";3;;COM5;;
3156;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3157;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3158;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3159;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3160;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3161;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3162;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3163;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3164;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3165;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;20 63 6f 6d ;" com";4;;COM5;;
3166;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3167;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3168;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
3169;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);UP;STATUS_SUCCESS;19 01 00 00 ;"....";4;;COM5;;
3170;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3171;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3172;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);DOWN;;;"";;;COM5;;
3173;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_COMMSTATUS);UP;STATUS_SUCCESS;00 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 ;"....................";20;;COM5;;
3174;04/04/2024 19:43:50;IRP_MJ_READ;DOWN;;;"";;4;COM5;;
3175;04/04/2024 19:43:50;IRP_MJ_READ;UP;STATUS_SUCCESS;70 6c 65 74 ;"plet";4;;COM5;;
3176;04/04/2024 19:43:50;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);DOWN;;;"";;;COM5;;
3177;04/04/2024 19:43:51;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;"....";4;;COM5;;
3178;04/04/2024 19:43:51;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_GET_WAIT_MASK);DOWN;;;"";;;COM5;;
